DATE,FEDFUNDS,GS10,TB3MS,INDPRO,PAYEMS,SP500,USREC,RECPROUSM156N
2009-12-01,0.12,3.59,0.05,86.5639,129373,1108.86,0,0.08
2010-01-01,0.11,3.73,0.06,87.4142,129360,1108.86,0,0.04
2010-02-01,0.13,3.69,0.11,87.7686,129320,1089.19,0,0.06
2010-03-01,0.16,3.73,0.15,88.3369,129474,1115.71,0,0.00
2010-04-01,0.20,3.85,0.16,88.6987,129703,1178.1,0,0.02
2010-05-01,0.20,3.42,0.16,90.0893,130224,1202.26,0,0.00
2010-06-01,0.18,3.20,0.12,90.2423,130094,1070.71,0,0.26
2010-07-01,0.18,3.01,0.16,90.8695,130008,1027.37,0,0.06
2010-08-01,0.19,2.70,0.16,91.0646,129971,1125.86,0,0.12
2010-09-01,0.19,2.65,0.15,91.4408,129928,1080.29,0,0.04
2010-10-01,0.19,2.54,0.13,91.0978,130156,1146.24,0,0.12
2010-11-01,0.19,2.76,0.14,91.3640,130300,1184.38,0,0.04
2010-12-01,0.18,3.29,0.14,92.3987,130395,1206.07,0,0.06
2011-01-01,0.17,3.39,0.15,92.4721,130464,1206.07,0,0.08
2011-02-01,0.16,3.58,0.13,92.2938,130660,1307.59,0,0.22
2011-03-01,0.14,3.41,0.10,93.0542,130865,1306.33,0,0.04
2011-04-01,0.10,3.46,0.06,92.6332,131169,1332.41,0,0.50
2011-05-01,0.09,3.17,0.04,92.9421,131284,1361.22,0,0.22
2011-06-01,0.09,3.00,0.04,93.0705,131493,1314.55,0,0.06
