,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DC,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
1/1/1966,0.7590838542,0.1801330482,1.11907979,0.9642620373,0.5225899787,-0.0174707285,0.5587445923,0.3240607759,-0.3525809313,0.5363446722,0.5397586773,0.3915904709,-0.1430103156,0.4629674805,0.6080233853,0.3026615015,0.4073049596,-0.2864013661,-0.4235239292,0.5376458412,1.0088502078,0.5074687391,0.7507206342,0.4684817793,0.9226664644,0.2128366923,-0.5098447444,0.2307829138,-0.30827799,0.5106383492,0.55036648,0.3843932091,-0.7830150399,0.7421531803,-0.41974385,0.3505364524,0.4906856911,0.3326767704,0.383823958,0.2746399379,0.8202343359,0.4208441257,0.2929246518,0.432526627,1.4124459386,0.9078007491,0.4384848631,0.7090848937,0.3843311182,-0.4986542899,-1.6291703406
2/1/1966,0.3529727223,0.2883901698,0.641757088,0.2141437513,0.6068985619,0.0558979738,0.4766903627,0.0030452985,0.0970122098,0.6660681336,0.2680551158,0.2568724357,0.16597987,0.4507939537,0.5605676293,0.6746592178,0.5990343783,0.0314253814,0.1799237895,0.4414934699,0.388357175,0.2672761291,0.4417362049,0.4446619039,0.0436456519,0.4103985698,-0.044458619,0.2683822329,-0.0537442988,0.5819733878,0.1347697352,-0.0824069578,1.0264471363,0.6820270574,0.1227369759,0.3753696613,-0.0480278687,0.5910740266,0.2048887771,0.3210052661,0.6432801792,0.3048561675,0.4638422399,0.3182112789,0.2121174034,0.5855321518,0.2453163107,1.0628297271,0.4456744381,1.4947832259,1.1531076774
3/1/1966,0.885228855,-0.9239400524,0.5339599443,0.8086730727,0.673193541,1.2443655387,0.5048282036,0.7915349353,0.3607012164,1.0128938948,0.6857644843,1.2613665717,-0.3112706469,0.6374261115,0.8132591952,0.7873175243,0.6738455784,1.1847396697,0.7467695963,0.4923045771,0.8658771122,0.5376186063,0.7223306735,0.5490439295,0.7749613753,0.7558244512,0.2614185478,0.6755615734,0.6144873916,0.7636396284,0.4734692382,0.8273234017,0.3492294921,0.7716913944,-0.1275622902,0.6411785287,0.8838812893,0.0251580111,0.6887856502,0.6131973306,0.6236867834,-0.009590653,1.0775019993,0.6048619657,0.2903879712,0.350794061,0.8560224635,0.744814138,0.5882670151,0.5876051885,-0.0888036741
4/1/1966,0.7936127571,-0.9210210815,0.6127906206,0.4500496633,0.8174215563,0.2105624928,0.2088942626,-0.1245165565,0.3143808582,0.2681660159,0.9076900747,0.5177005204,0.9432154605,0.4463396651,0.3268868969,0.7022060473,0.2818239261,0.2673467359,0.3857038729,0.7007055417,0.5943556127,0.4896233015,0.8344534977,0.7128589115,0.7792608585,0.4992135554,0.4774924161,0.1156689189,0.840696546,0.6531488295,-0.0280040939,0.7052088015,-0.0115444346,0.7067919244,0.1290179175,0.4008779159,0.4431022359,0.9941842747,-0.1481145034,0.4092507836,0.6573388266,0.2996545993,0.8799835168,0.7583215692,0.7724801567,0.4124001846,0.4503466085,1.1733866021,-1.4934047633,0.0299576345,0.3079116506
5/1/1966,0.0852936815,0.9203799305,0.2945672879,0.1279413132,0.406088703,0.2755019082,0.238875851,0.7089100027,-0.1043045069,0.6512908694,0.2462653107,0.1539974116,0.1998414355,0.3876110446,0.5340229746,0.3843711707,0.5697675397,0.467622635,0.6273409705,-0.1007129604,0.5862518255,-0.0396363454,0.4554388385,-0.0027171309,0.4522296254,0.3575746917,0.1672874154,0.2239734623,-0.1627946021,0.5518370362,0.59086355,-0.0495285447,0.2690456531,0.4698261625,0.3634046204,0.3854850828,0.1156412342,0.1650141384,0.5777667477,0.6532653554,0.2891059737,-0.5619428638,0.2039143087,0.4236865204,0.1185084984,-0.4701665475,0.304702812,0.369313382,1.8081749992,0.2582464511,0.807307917
6/1/1966,0.7547258828,0.7386036774,0.0150964798,0.879098161,0.481458257,0.8055594481,0.7638988601,-0.0057324962,0.2726989472,0.6718400977,0.6194638164,0.1212150789,-0.2886264797,0.7729044908,0.843562368,1.0825730655,0.8334776585,0.6125070083,0.9514722174,0.2666456949,0.6735518116,-0.000502575,0.1599589884,1.1680264998,1.1379947258,0.3247839014,0.7160684574,0.7119714469,-0.3564896849,0.5572430601,0.3973268365,0.7312621254,0.1949531638,0.6816146776,0.7907852238,0.6276260509,-0.1744579105,0.3910689021,0.4787856549,-0.2949902542,0.8104665364,1.0290992496,0.6337535039,0.9060615345,0.1741972998,1.0341008544,0.553032675,1.7714428833,1.4700001764,0.9807856082,0.0559966405
7/1/1966,0.6142169677,1.8267062975,1.0314986479,0.2572738891,0.3721041046,0.239174768,0.5432829893,-0.1232777609,0.0286913756,0.3534643853,0.0945438993,0.626144352,-0.5068567211,0.059979315,0.3775717467,0.1105373138,0.3785963745,0.7517149203,0.9911662817,0.3842931124,0.5248276787,0.583890684,0.2264174628,0.4383496966,0.6411084112,0.6077400769,0.9191982934,0.3140581234,0.0392619353,0.5608464167,0.4014348022,-0.2269081456,0.2580738692,0.4757733316,-0.4430845796,0.3486914499,0.4893752495,0.0144572871,0.4389790383,1.2471351859,0.7141336082,0.4971161263,0.4547192366,-0.1183820239,0.53305596,0.2585019263,0.4297103753,0.6023879548,0.0041905441,-0.1834819941,-0.0804333778
8/1/1966,0.0160129733,-0.2672558691,0.6906262451,0.1535880844,0.1795715491,0.5001892193,0.7782365106,-0.2971422733,0.366051304,-0.0498638617,-0.0959335607,0.4523821265,0.5641592292,0.3737118584,0.1932970283,0.3132020502,-0.0266721812,0.5876079479,0.4765791496,0.0294752577,0.4088105678,0.1216612396,0.2857482031,0.5611601059,0.1891981657,-0.1183417265,-0.245140436,0.1268333678,1.1726614865,0.3160719061,0.3948846473,-0.2801406755,0.0781158342,0.5378822382,-0.3011833891,0.3606110474,0.338946547,0.0256726317,0.2069257942,-0.0145176361,0.2920461043,-0.1278085224,0.1258464897,0.8625497653,0.1873988531,1.3929295816,0.4273499139,0.7122550751,0.0722214021,0.3624480927,-0.2008771178
9/1/1966,-0.3315855097,-0.5141148171,0.1666057202,-0.3054481308,0.2448109027,0.3294014811,-0.3378224043,0.943751642,0.3253711833,1.2121012095,0.6435816056,0.1256381341,-0.5128276336,0.4608842426,0.3781902125,0.4912225971,5.2004679988,0.5024905522,0.1903882982,0.1656893334,0.2795300279,0.2605928897,0.8380479183,0.3371885702,-0.1697534596,0.6801744415,-0.1360935708,-0.0230465835,-0.8060606564,0.7557651295,0.4556340111,0.0789868083,0.3136218354,0.1578485599,-0.0466944039,0.3749364837,0.3126381832,0.1599244196,0.2649961722,0.3936725656,-0.7334870695,0.2696067028,0.5146875943,0.4648418229,0.7987631507,0.1031786697,0.3155875239,0.67908175,-0.4077693751,0.5474401125,1.0621973301
10/1/1966,0.3643615648,0.6134116313,0.1727265768,0.3307739645,0.3051424933,0.1708803142,0.5284877852,0.2163092006,0.1653503638,0.0332971061,0.7436977187,0.2291663852,0.3481093491,0.4489257184,0.2183151832,0.3452969726,-4.0307320731,0.7784176766,0.1027929359,0.5905022264,0.5130994904,0.0678144316,-0.1050788612,0.2604253876,0.2601388117,-0.381376216,-0.1917320351,-0.0199881067,-0.4342258372,0.3167614663,0.3135255839,0.1373966792,0.2580966802,0.5954539334,0.2087114516,0.2700199549,0.4316701956,0.0231920794,0.4168730159,0.5696864677,0.7674455054,0.278532698,0.148622402,0.6966395438,0.4935738979,1.0182068212,0.2069854175,0.2931646705,0.120537462,0.4775242216,-1.4562593122
11/1/1966,0.0485777105,0.9640298034,0.0514510438,0.2677476807,0.2031562035,0.0686305367,0.5385161913,-0.2182035504,0.4169447868,0.4353813448,0.1851247826,-0.2178505467,0.4451029133,0.390566113,0.4178805515,0.1839570502,0.8012146692,0.3561252567,0.3965073708,0.4444518099,0.301667347,0.3561627844,0.5290224583,0.3374175587,0.4842220465,1.1077856548,-0.1807790178,0.5282900079,0.1615370756,0.5326875076,0.2678135218,0.1851491505,0.2792784556,0.5654627956,0.0685590167,0.2294331129,0.4646321378,-0.0432802435,0.1537740134,-0.042907459,0.2698043347,-0.1130265352,0.0820385478,0.4171874498,0.2487189151,0.6170356025,0.480319359,0.2850019693,-0.0076352281,0.3967184203,0.0541500053
12/1/1966,0.4398723274,0.253146936,0.0144862794,-0.045111295,0.2122989824,0.2242016978,0.5346185593,0.5074615231,-0.0029944299,0.4540252618,0.4661386921,0.6248099566,0.3962074324,0.2829661908,0.2699704616,0.65164045,0.1174913461,0.4526117948,0.5993370777,0.2146907861,0.2511179762,0.2913182128,-0.3051172149,0.6924578604,0.3835933582,0.2341829783,0.4766098574,0.3923145402,0.2259791725,0.5580604787,0.2984468022,0.1123190269,0.3049638545,0.4072812371,0.0330770006,0.3861175605,0.2739608726,-0.0259993913,0.1792509486,0.4424349613,0.2727869045,0.4711688175,0.5184252379,0.4341108164,0.4767331909,0.2695682889,0.2958909383,0.2616605075,0.1658134801,0.5259603084,0.6058194896
1/1/1967,-0.0984520529,0.6468288799,-0.2096200912,0.2577478837,0.2281494008,0.272124997,0.5716496125,-0.2104616509,0.0991500508,0.4272554303,0.3867691195,0.2055808114,0.2332407016,0.0641267533,0.2593413107,0.0241087522,0.0173812933,0.953784303,0.5024267257,0.2770094147,0.2185785877,0.5085428715,-0.1126161693,0.0375423133,0.1461713349,0.2861729,1.0927328823,0.4801350727,0.381260109,0.08384461,0.5325813972,-0.5799960699,0.6929250156,0.3177771508,0.8521021714,0.0645729801,0.2819715228,0.1473956638,0.4133532078,0.2866045769,0.1697481658,0.366856959,0.8214356898,0.4722301703,-0.1110259506,0.9470130568,-0.0248723941,0.3089537363,0.3610518719,-0.6633793572,0.3900519469
2/1/1967,-0.0911246207,0.0964687471,0.056544082,0.4698188108,0.199455728,0.4320626155,-0.4806141681,0.4574312293,0.0766869912,0.3135596676,0.4241494156,0.1229538339,-0.2788628716,0.2055936973,0.0677914422,0.2734916216,0.1726161108,-0.2371067796,0.3057943365,-0.2439775614,0.1786223429,-0.0647793075,-0.2150895497,0.4378470266,0.0245355041,0.206203929,-0.1564340945,0.3103318166,0.2739562223,-0.1930432813,-0.5305026619,0.3279913926,-0.4785815741,0.0859773041,0.1960778169,-0.1966968462,0.2777534945,-0.0074899953,-0.1724640671,-0.0367506475,0.1430737525,0.0114060606,-0.2634682712,0.1701201877,0.3980343791,-0.5884237794,0.1862897632,0.0519644754,0.1507773481,-0.0370583785,0.0452421967
3/1/1967,-0.0106015083,0.756014763,0.5869410066,0.1677593911,0.3565246472,0.2003470656,-0.1065377652,-0.1315158927,0.2480594934,0.5548439072,0.4726040411,0.1069307161,0.0341279086,0.1902493504,0.2107104857,0.2163080172,-0.1035047332,-0.1147300435,0.4367510173,0.0233185419,0.0647088635,0.0315386342,-0.2399616723,0.371040591,0.0539816773,-0.0165203357,0.0410535321,0.5571582306,0.0319395503,-0.1886259004,0.0362967809,0.0694129617,-0.0408254132,0.2303208928,0.2623309547,-0.0166905176,0.5116582384,0.1959065606,0.0457043116,-0.3474513129,0.138318252,0.2132703759,-0.060961415,0.4036477832,0.5173918091,0.2104858395,0.130125061,0.2472093623,0.0697456019,1.0072228181,0.5724642377
4/1/1967,-0.059160504,-0.0423737304,-0.4963073925,0.1141361368,-0.4762247595,0.3713261119,0.1562280492,0.1542810167,0.3241524963,0.2809291865,-0.2148020458,0.4469313064,0.1633057175,-0.6539950802,-0.8461931096,-0.00343927,0.5624447027,0.1234164503,0.0594820921,-0.0792009182,0.2790797856,-0.1296566278,-0.0254895131,0.2955683688,-0.3001686864,-0.1708569413,-0.2530061982,-0.3486877368,0.0393328234,0.1567649259,0.2415044506,-0.614667924,-0.0104121779,0.0144554709,-0.1971853557,-0.2238192308,-0.2748633347,-0.0773661258,-0.0151710778,0.1677778589,-0.5086781269,0.542387306,-0.1169597562,-0.1411869155,0.1363350269,-0.0292408882,0.2437852776,0.2819482107,-0.3324186553,-0.3090803055,0.1516037159
5/1/1967,-0.0265800832,0.7954741423,1.06970037,0.1124497749,0.6648904571,0.3382563653,-0.0635227069,-0.2448967433,0.0402965024,0.3974472722,0.327925183,0.6184214835,-0.0160104499,0.4973082653,-0.0836429608,0.1886971145,0.066545733,0.2351286426,0.1161919993,0.1435650397,0.4615401178,0.1313333253,0.514269377,0.1939942153,-0.3638542908,0.1317261718,-0.8454401634,0.1743776764,0.4185947381,0.0330228144,0.097563363,0.357097956,-0.0500769977,0.2599017668,0.0218546052,-0.3851260173,0.2490494569,0.389878006,-0.0283072585,-0.1054734789,0.368213517,-0.9236457472,-0.426235942,0.5717827641,-0.6995808879,-0.6032485313,0.2929215016,0.5109332324,-0.4558141549,-0.0891695213,-0.4965073202
6/1/1967,0.1761583107,0.5336519734,0.2349599752,-0.5438573399,0.4751190356,0.5609301004,-0.2252456032,0.9236979317,0.8364145853,0.1395258409,0.5448053378,0.7178396447,0.2416618625,0.3797484062,-0.5871705671,0.1438215676,0.7882760893,0.0584825296,0.4511902228,0.6211942659,0.1271889931,0.4579733401,0.210327165,0.3679859938,0.3505817122,0.0804414555,1.2631570929,0.2553258019,1.0322250161,0.7193143712,0.1845345313,0.0070296012,0.3588663604,0.373839367,0.2456212998,0.241572069,0.3666713743,0.3624480129,0.0858750704,0.1666889392,0.0201404944,0.0505027529,0.2404721872,0.3781530991,1.3305037263,0.8734729378,0.3912358399,0.8401357248,0.958674491,0.4576812896,-1.1831085453
