,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DC,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
9/1/1983,0.6279982107,1.4298980731,2.0344748574,0.9515682729,0.625533982,1.4610972427,0.9642981829,-0.0136770108,1.0149303,1.3437467253,1.5072838589,-0.0476191105,0.9459959554,0.5817653698,1.0471094088,1.792740297,0.8760381785,2.330422785,0.8730838421,0.5750217566,1.4286251347,1.7962668222,1.0236954141,1.059627805,0.8603826658,1.7237412189,1.4225772869,0.8705133847,0.7454010639,1.0829232159,0.9022911191,0.5020335144,0.8424243774,0.9381376684,0.5875074083,1.0851512352,-0.2397706676,0.5238768197,0.7294196421,0.5535258499,1.5486509903,0.9062550401,1.6240168645,0.9121860558,0.8891301627,1.3479711852,1.1671787838,1.2080712639,-0.7172389443,0.7538421998,2.1297752567
10/1/1983,0.2986022876,-0.4522220257,0.3547933911,0.3375116616,0.5087290021,-0.1283370082,0.1434959932,0.5142663239,-0.1407962077,0.4817645285,0.0818481925,0.3752887776,0.0947298304,-0.6253509615,-0.0427184086,-0.0725164146,0.0667717433,-0.186178595,0.4418624192,0.2172200679,0.5655908541,0.1185786264,0.259673256,0.573533769,0.3800383881,-0.2528583295,-0.782327735,-0.485536479,0.4632106201,0.7288400055,0.0504229422,0.2578822924,0.3852809228,0.5942792319,0.2650097576,-0.051750734,0.5986162672,0.5299945773,0.4772130391,0.2408277613,0.0642873904,-0.0334830854,0.3214862362,0.344586511,0.6164439513,-0.1935310393,-0.2876645739,1.1105248037,0.3975165166,0.0853300815,-0.5497586703
11/1/1983,0.3531422204,0.8409885098,0.4497773975,0.6198257475,0.317588224,0.3420813939,0.3608003184,1.0458675941,0.2762336526,0.5750092218,0.5872186096,-0.0929325174,0.5849522996,0.8683207331,0.5327392255,0.2759763548,0.0100307423,0.5340097921,-0.1073989032,0.4095840336,0.145424692,0.4089167711,0.563054539,0.4363689854,0.1391367757,0.4586430339,0.0718910712,0.2179440512,0.4453302804,0.3351102012,0.3001965359,0.2784665054,0.3501602888,0.4850550284,-0.0136575484,0.4639193698,0.2130656059,0.4390541319,0.1674077258,0.4310449108,0.564496709,0.1723104266,0.3877034667,0.3689690371,0.5690470072,0.2748071297,0.3246630664,0.1687460333,0.4419032511,0.6427573005,0.0827389758
12/1/1983,0.5016265702,0.0264165917,0.97329481,0.3533824708,0.1039418687,0.2811615212,0.5727722152,-0.2578342287,0.0252647909,0.6106266208,0.5902060132,0.1381740673,0.0215404298,0.3296331052,0.155757181,0.2497206651,0.2170973631,0.4022485835,0.0181336966,0.133380994,0.2871145609,0.5681322912,0.374243339,0.1446874802,0.0624192219,0.3252529478,0.1006043033,0.0123547252,0.6233485693,0.2185361294,0.5066019294,0.4454093544,0.3335448657,0.5590627948,-0.0366300976,0.3381950372,-0.0492431475,0.1334300037,0.1929010469,0.193841828,0.1480443046,0.4173128298,0.3587557748,0.3819431905,0.4025291338,0.3252786947,0.1801879104,0.3854234399,0.1162897682,0.4396247424,0.236402474
1/1/1984,0.0290646632,0.6488391299,0.7338957936,0.6606833902,0.8690967742,0.8157846479,0.6610344422,0.6990556895,0.6088682788,0.9322514868,1.067401997,-0.3711496531,0.6595338099,0.5243057106,0.8028161304,0.5508429286,0.7585097461,1.3576524614,0.4242864123,0.6046661402,-0.1409728215,0.9062034452,0.3578629352,1.0245448461,0.5808028794,0.6391127989,0.0493042963,0.5636961436,0.4744782939,1.3816360457,0.6538497863,0.6629732722,0.2894856726,0.6749611828,0.0201319449,0.4294539609,0.1772125262,0.5872117447,0.384049129,1.0863591242,1.1290224617,0.5650492011,0.6779781156,0.4764090011,0.3375152055,0.4957720198,1.2709576065,0.1203083172,0.7645983016,0.6380224288,-0.2317890629
2/1/1984,0.5333211748,0.3565986507,1.0710855327,1.0137351072,0.3371576966,0.6248261155,0.5561407501,0.8785995733,0.2468452735,0.4956258235,0.4698177417,-0.0220132072,0.6768961382,0.3704816063,0.4708852122,0.3291834678,0.9967062075,0.4550346176,0.3369311537,0.5662117266,0.8531210361,0.4862204121,0.4677978653,0.5544883475,0.546582619,0.9490885239,0.6558441296,0.3340254005,0.4842218339,0.6425258508,0.5870483487,0.6572721691,0.3471772561,0.6032076184,0.0288088118,0.4797881495,0.1973164685,0.6665424678,0.2851556094,0.3119057695,0.6528247804,0.7204373852,0.6822093176,0.6099978212,0.6305253605,0.5389440771,0.5677944204,0.6360295206,0.6337279666,0.2502300476,0.4230588487
3/1/1984,0.3328064038,0.6037507089,0.6151052519,0.0586258441,0.4309261261,0.542096927,0.371285501,0.16416026,0.2859865383,0.6499060174,0.6518832338,0.1355119436,0.2035007091,0.0228575367,0.1080955294,0.0123523198,-0.1812444739,-0.0460463154,0.1364164026,0.326020593,0.1963051186,0.2288380832,0.4037254365,0.4166735042,0.1701961602,0.0632804561,0.0617170898,0.5753973237,0.5067024164,0.4774406309,0.1603506907,0.3183366215,0.1731049801,0.4844986167,-0.001350827,0.0283222843,0.0105757617,0.3386491145,0.2055649385,0.1312380104,0.4119798968,0.1849221829,0.3023277465,0.3389975738,0.5077299272,0.3351598385,0.3508132338,0.3534237149,-0.0757551771,0.4522767639,-0.1992079273
4/1/1984,0.2705942746,-0.0986194526,0.6155897543,0.165712035,0.3045442825,0.8403909752,0.3279343616,0.7841376441,0.0220987685,0.4981426727,0.3957963016,0.4834281809,-0.038778533,0.227621345,0.389811,0.014405716,0.4094930776,0.3852215386,0.5595034374,0.1123934389,0.4337415475,0.3481180645,0.285199965,0.9853238155,0.0645655926,0.2277027685,-0.0263887558,-0.2316394218,0.3192756747,0.7194421731,0.7464914999,0.4174324983,0.3246680296,0.1655583974,-0.0746991531,0.288072824,-0.3173845181,0.1467870132,0.0910506109,0.0454577626,0.0652303324,0.7349494088,0.3455424642,0.8911724762,0.7400512089,0.0595711945,0.0322517896,0.0845827692,-0.0770791544,0.4439249677,0.0348415316
5/1/1984,0.3123977388,0.8582488909,0.7819863511,0.2181258573,0.4665317157,0.5466942153,0.3086361075,0.6266762002,0.5098649676,0.5715779806,0.6459581787,0.893449749,0.487840825,0.3643053591,0.3653266472,0.31611697,0.709672807,0.2503758563,0.4300063967,0.1114724405,0.4468436581,0.413184101,0.1951567871,0.098626562,0.2054642855,0.5004310616,0.177136361,1.0108250833,0.7093597989,-0.3944034736,0.5007990483,0.3272928346,0.1697218422,0.4807782803,-0.2054019317,0.2707557224,0.1603106999,0.1007570572,0.1820314917,0.4355020049,0.5654274484,0.1358814243,0.1782861817,0.4022105951,0.5080195846,-0.2478235819,0.4767434039,0.4613128046,0.0145565983,0.1528825554,-0.435964554
6/1/1984,0.9265309346,-0.2032794856,0.7076241901,0.1956226417,0.5036339175,0.5074956699,0.4840400757,-0.5407995378,0.3093516549,0.6523160206,0.8428399569,-0.5403890158,0.1628341016,0.2411890601,0.2667619602,0.1364728775,0.2409896896,0.6196823384,0.4696774636,0.7025162718,0.7174740698,0.6740944926,0.3648157039,0.4658219922,0.2049212151,0.642859849,0.2802500536,0.5868462702,0.2893521399,0.8539129291,0.2693822232,0.8891140148,0.3221008252,0.3122324287,-0.213857317,0.480347228,0.3100813765,-0.115982334,0.1858958483,0.6813482153,1.0446789026,1.0905400133,0.499100965,0.3211216841,0.4171303702,0.4468689418,0.5249788558,0.2921177458,0.7936479304,0.4855239797,1.135782335
7/1/1984,-0.2234113283,0.5167654825,0.6134462383,0.0263363839,0.5096348512,0.2959263507,0.4462724236,0.4580422389,0.0844281745,0.4639189162,0.803586717,-0.194723257,0.6616781749,0.2754468056,0.1223550243,0.1742255391,-0.0607943534,1.0722073176,-0.1024358289,1.0627758506,0.3860672459,0.3974182248,0.3853615643,0.2450855892,-0.0944615451,-1.6359524632,-0.182397468,1.1189356009,0.4850375316,0.8362813541,0.0889555958,-0.7519968223,0.222850335,0.293755607,0.0070698089,0.3627426157,-1.609789102,1.2456045523,0.3013562184,0.4276836503,0.5221619125,-0.8142724338,0.3540013091,0.1084785935,0.3493320646,-0.6728435651,0.4889330671,0.5162840568,-0.1869338066,0.1923886748,0.8706629216
8/1/1984,0.5163974231,0.1081890105,0.6790713749,0.3158545264,0.4148157069,0.2638597158,0.3524742714,1.7538073537,0.5304316726,0.3377852268,0.5431929462,-0.1277830473,0.1831382756,0.2495210657,0.4186018913,0.1440279973,0.2186740244,-0.0058194735,0.200155602,-0.2405923659,0.855595116,0.4407467551,0.3521506761,0.4398911171,0.1816595059,1.1882838708,0.2414872434,0.5960947603,0.3183394823,0.7881933967,-0.074754267,1.0734611561,0.1643971241,0.3163356224,0.1992438168,0.4178282774,1.5903168921,0.4023464356,0.1734806614,0.417818544,-0.043182858,0.0591383624,0.2379592596,0.5386954438,0.7638207785,0.8591643807,0.7659451204,0.4384556192,0.7677094637,0.3295138146,-0.1119145706
9/1/1984,-0.1657650812,0.1214393507,0.5373157484,0.1266214924,0.0761919764,0.1255744347,0.1770529124,-0.0490618624,-0.1842876435,0.6832551941,0.299236676,0.0296625043,-0.1257691235,-0.0829628193,-0.0704113908,-0.1630759789,-0.2846306804,0.3366711298,-0.3090876114,-0.89769525,-0.1524279201,0.2623876956,0.367267492,0.1486145773,0.2691504405,1.5643476002,0.2906423456,0.315752207,0.2870578218,0.3338069158,0.3644132036,0.1454770374,0.3996024533,0.3623547777,0.0426006393,0.1447666519,0.3239469413,0.026979695,0.2031919329,-0.0220507569,-0.0848113057,0.1170436048,0.3729373988,0.3363660834,-0.2283287154,0.9866441896,0.6609769633,0.0971478817,-0.8543593404,0.3087725698,-0.628292316
10/1/1984,0.3964101808,0.6620394438,0.8037930843,0.2954947703,0.186149136,0.2693515735,0.1474899862,-0.0328808433,1.2227471365,0.1971059963,-0.0702354031,0.0272336373,0.5777531868,0.706579543,0.2292598646,0.014640141,0.5478256588,0.2626418493,-0.1021376597,1.0476289799,0.0823030298,0.0853563839,0.3305122444,0.4222439539,0.1840866567,-0.2651637923,-0.3488458555,0.4215853406,0.4216944897,0.439878437,0.3417522137,0.1042636256,0.1633782103,0.0978492895,-0.2698244851,0.2820828741,0.2812699855,-0.1364547796,0.3742526652,1.0499827508,0.0249676867,0.3459496144,0.065843583,0.2829892642,0.4731740271,0.5710311666,0.442767794,0.0939555567,-0.6116150747,-0.2279209875,0.2340840173
11/1/1984,0.2862947764,0.3293620893,0.8220249201,0.2828827525,0.3823482629,0.46598249,0.2946067536,0.7077547491,0.0632025275,0.6025639867,0.676243823,1.8703078663,0.0214151234,0.3116452814,0.2820886239,0.0776789447,0.4746708748,0.0828822218,0.112006256,0.1819749532,0.5200532363,0.3678239454,0.0350357658,0.7483571834,0.2546549299,0.475407535,0.0122545164,0.4425039307,0.76080889,0.7196865736,0.2714162736,0.3286253481,0.1930294157,0.317397012,0.0951058826,0.2715590478,-0.1088856272,0.297473034,0.2191251771,0.7557752904,0.1565427481,0.7609172675,0.1541776783,0.2451043878,0.4282568667,0.4738816759,0.4462782653,0.1552162597,-0.0618631508,0.4410789846,-0.3090632367
12/1/1984,-0.2183742459,-0.0934835167,0.4256808119,0.3001711332,0.2386314276,0.0375538099,0.4052515474,-0.1237842441,0.0274180092,0.3885263993,0.5156592824,-1.3608278719,0.3296178073,-0.5804130951,0.0686707603,-0.0472607475,0.0256669347,0.2605355539,-0.3640152855,0.231451753,0.3106030799,0.2760246055,0.5670930303,-0.2774132918,0.196030401,0.2828187752,-0.029138497,0.1002194836,0.1947481737,0.4587115219,0.1953088052,0.1436451682,0.201260313,0.1823105893,-0.1263843597,0.2150602816,-0.1845538653,0.0696291242,-0.2043964776,-0.0118854781,0.1821273176,-0.124007686,0.0287657199,0.2782394827,0.2938637926,0.1404162969,0.3605022221,-0.1185738035,-0.1205896599,-0.034051039,0.2021850856
1/1/1985,0.4611983065,0.4458426386,1.1550087224,-0.259783454,0.3003170598,-0.4984062361,0.2966033311,0.7369638025,0.1442131851,0.3134197332,0.1911709992,0.8175997123,0.2779441741,0.9671867937,0.2650004935,-0.1423273405,-0.6489388863,-0.12263982,0.1800567461,0.1343403988,0.3310928636,-0.0090610053,1.434328439,-0.0078945547,-0.0704258204,-0.042023268,-0.458219162,0.0171069794,0.6983092219,0.2845530857,0.1560028838,0.496631931,0.285824174,0.3871268032,0.4340795584,-0.1267818229,-0.4498556231,0.3695296025,-0.000920189,-0.0291939654,0.165877155,-0.1433900422,0.1838442492,0.1228862556,0.584159114,0.3474652024,0.278703871,0.3823143792,0.2728795324,0.0581973639,-0.615734562
2/1/1985,0.087800935,-0.0719574044,0.4513396198,-0.145308088,0.412218172,-0.1576473133,0.0448295273,0.5580634591,-0.0225378302,0.328946608,0.0465233686,0.6490334654,-0.0928583065,-0.0120678389,-0.3792165579,-0.2305835846,-0.0311009377,-0.0253122334,-0.3263455797,0.2766883252,0.2143318935,0.1102354412,0.0517004597,0.2131048628,-0.05324286,-0.180789011,-0.2581531979,0.001135738,0.0405699036,0.0650496589,0.1384490786,0.2367257408,0.1370631702,0.2322028737,-0.288675837,0.0773647322,-0.3111101428,-0.2477813864,0.095791387,-0.1633057518,-0.0590567252,-0.3498829824,-0.1538366837,-0.0820493029,0.0311453084,0.4896376505,0.2873953687,0.0527057868,-0.355339382,-0.3874333009,0.0272027074
3/1/1985,0.3599428544,0.2957127354,0.7759189842,0.4966663107,0.2377353829,0.1623509508,0.3069530303,0.3748077291,0.3145944591,0.4030163242,0.630196535,0.1862452241,-0.0766429229,0.2995207957,0.6515750959,0.0166468061,0.1802013296,0.9204645948,0.1837039941,0.2060040066,0.6370186152,0.2829602361,0.4052468405,0.1634991126,0.3092711722,0.327984412,-0.168470128,-0.0066371807,0.4066781543,0.4801463546,0.0438979592,0.4703232133,0.1309675387,0.3771726974,-0.1182330456,0.487781502,0.3603252612,0.2459619924,0.2072085092,-0.0625042726,0.3979964093,0.2130405486,0.7263042695,0.354664705,0.2195851604,-0.2039763127,0.5107353799,0.4299985388,0.3276874021,0.3145083812,0.3486841085
4/1/1985,0.3309702242,0.1674229998,0.86153455,0.3110427649,0.2386306088,0.0651996522,0.1320350162,0.2550968411,-0.8055074238,0.3258937356,0.4502921438,0.3337218852,0.2758186915,-0.0130258088,0.1087521512,0.2833881052,-0.2640303682,0.1800694312,-0.2445087288,0.3258431201,0.0203179893,0.0906905335,0.3330264395,0.0181136184,0.2999017828,0.4110385084,0.2424343315,0.5924747518,0.3860122801,0.5956246799,0.2090050227,0.107627993,-0.0916811798,0.3911689373,0.0642609858,0.3209506061,-1.1785640516,-0.0686291533,0.1327078631,0.1049984398,0.1996355173,-0.0059337118,0.4676213138,0.2712867114,0.3131365327,1.0338304872,0.4823026915,0.4569243141,0.4475345488,0.160479284,0.1938145125
5/1/1985,0.1724019996,-0.395479321,0.5232655211,0.3924095403,0.3068523112,0.0263247665,-0.0148120821,0.0938669478,0.5573442043,0.4112910197,0.4443513833,0.2539317888,0.0888540121,-0.1746607057,0.2550990158,0.0026502558,0.522409676,0.2029587526,-0.0499294211,0.2075477428,0.3717374528,0.136492616,0.5725722281,0.2538645057,0.3021477836,0.3298363367,0.0756015232,-0.4135028812,0.222239982,0.441407434,0.2251390872,0.1645592692,0.5426109905,0.0683258009,0.005510151,0.3149858269,0.1085842137,0.4475993835,0.0826219683,0.2956350362,0.236560399,0.6255426185,0.3031516435,0.3040702606,0.1916168212,0.6133263047,0.5158622624,0.2737251803,0.2189173663,0.6498500342,1.1915438177
6/1/1985,-0.0102010476,-0.1590167843,0.5252582596,0.5974450697,0.2475097485,-0.0699681291,0.159008397,0.2677560293,0.3339622023,0.296363917,0.2748318903,-0.3439541231,0.3689853672,-0.0315885719,-0.0384683271,-0.1458943831,-0.189830634,0.1282612544,-0.2373235353,0.1657542756,0.1757074047,0.1859309633,0.3874187471,0.1036341824,0.2610676906,0.3618358971,-0.3677708821,0.0631170692,0.3361445931,0.5024792186,0.1085551923,0.2888194552,-0.2234582591,0.0310699049,-0.0310613434,-0.0378592996,-0.3519753033,0.1577606726,0.1539068984,-0.0876663097,0.2849100876,-0.5240450172,0.2348440502,-0.1051297868,0.1653462733,0.2250347544,0.3535593678,0.2303148069,0.0795157274,-0.2051397893,-1.6562542732
7/1/1985,0.4660051398,0.5289456605,0.5158086526,-0.0441918137,0.2904859496,-0.1197345741,-0.2901839327,1.2683448894,0.5622286775,0.2453979672,0.2547370392,1.0625169716,-0.4168913476,-0.2047048052,0.3164141514,-0.3093461173,-0.1255586237,-0.0054659785,-0.5600061857,-0.1945250653,0.5102290114,-0.1109556794,0.5722259909,0.1053068351,0.3607980007,0.3519243175,-0.0053884145,-0.5983852601,0.7618687461,0.0843713835,0.3033536863,0.02600705,0.4040744981,-0.068545718,-0.0551001254,0.140050349,-0.8548401852,-0.1133031161,-0.0130899267,0.062755216,0.067155348,0.1076049062,0.1923871292,0.016651273,0.4110918297,0.3813526456,-0.4721550339,0.4204653586,-0.3480483129,0.0492419961,3.1576788963
8/1/1985,0.2959287621,0.4553066417,0.7734052129,0.1531529436,0.2879928352,0.1662415393,0.4515114463,-0.484324966,0.1198532026,0.3652790228,0.334194003,0.456936737,0.2864518759,0.0848654093,0.0160673124,0.2191318458,-0.3597774991,0.3272929105,0.3140513907,0.1458466191,0.5284835671,0.2482383034,0.4461417135,0.3897118025,0.2554427912,0.4649367744,0.4513655231,0.1167944726,0.3158128162,0.284656266,0.4267492901,-0.115228406,0.4724441889,0.446004797,0.115261938,0.1327130649,1.0857990045,0.5004966492,0.246016396,0.5469575382,0.7269820367,0.6482530844,0.2405736025,0.1451846126,0.5620281331,0.6481191495,0.8541783799,0.6371535264,-0.561956369,0.1847390358,-0.1791658933
9/1/1985,0.079659481,1.104233468,0.2059622366,-0.2681048923,0.2778626737,-0.0486492856,0.0089885113,1.0403013179,0.2023221206,0.1838118692,0.4079108306,0.9738960993,-0.8212398754,-0.0955774222,0.3320362992,0.0664618655,0.4464288192,0.3430820657,-0.2131351327,0.5107207733,-0.1553651622,0.0225564121,0.2034265778,-0.0704937371,0.10743883,-0.3236898954,-0.6489581877,-0.1776974016,0.2161144629,0.2586153625,-0.0775803335,0.7101197967,-0.2826136687,0.2241115457,-0.2463279121,0.172359949,-0.1349662639,0.1102858668,0.184338882,0.5506362581,0.311145415,-0.959440173,0.3904927066,-0.0777559704,-0.2127443821,0.1508288721,0.577825,-0.2309307806,0.7692636172,0.0065366559,-0.3029915233
10/1/1985,0.3586610001,-1.2173444317,0.0742230683,-0.0477660036,0.1295618948,-0.1892829593,0.2499688582,-0.4397944696,0.288670856,0.3907864287,0.4228796178,-0.4194485828,0.5959585952,0.0362244915,0.1438439762,-0.279335546,0.4597053114,-0.0751358161,-0.5048888109,0.8586785708,0.2580367975,0.3552265353,0.286087776,-0.0361724502,0.26741699,0.0983178977,-0.1876055452,0.0946311084,0.3263014413,1.0882793875,0.2270194249,0.6857648218,0.1451311013,0.7065182188,0.0897556629,0.1506442081,-0.5761306492,0.526449242,0.1221353298,0.6338358624,-0.214365819,-0.2134754211,0.1641728623,0.1052105802,0.20896076,0.2891409901,0.6322461875,0.2930899679,-0.2615079417,0.3360459953,-0.2466933992
11/1/1985,0.26836813,-0.6082446735,0.4839216736,0.1336574707,0.0928391798,-0.1433149549,0.1286957538,0.2988188184,0.1974984681,0.3875512092,0.3508788801,0.1570657951,-0.5264066972,-0.0663443179,0.2009679558,-0.0185088108,-0.0094564604,0.2625889734,-0.2452109996,0.1304861718,0.2454263064,0.2011025782,0.3696449085,0.0996829114,0.3463277976,-0.0471079314,0.1008290994,-0.3192235304,-0.1294561121,0.6099518284,0.1871510687,0.2990143546,0.3702141122,0.3679853357,0.0629908831,0.2035155942,-0.1307373971,0.1884123342,0.2194027247,0.7649687767,0.3667788424,-0.5504686227,0.3694411479,0.0043092506,0.0675100142,-0.5529447337,0.3360812308,0.1048011343,-0.02698736,0.0663181919,-0.1088692551
12/1/1985,0.2882005911,0.134602792,0.0908339569,0.2982864469,0.2796672957,-0.0781368822,-0.0307740021,0.2876845052,0.3038136109,0.3101495721,0.2066286638,0.0611898556,-0.4158399892,0.159378663,0.1908357119,-0.0586679359,-0.4477819048,0.1819775564,-0.0142211399,0.3558014291,0.3336313915,0.1001717903,0.2809593946,-0.1248404943,0.1558714446,-0.0205849192,-0.3077424575,-0.1850530511,0.5713103408,0.4227896471,0.0773646291,0.3904908819,0.1189305802,0.3153467257,-0.0771370079,0.3109750089,-0.2403694717,0.27316381,0.1255489269,0.0207779838,0.2608883957,0.6173918446,0.4935392154,-0.1713359917,0.082316812,1.1372306449,0.3580576483,0.1404235315,0.8032515359,0.2762139308,-0.5634478095
1/1/1986,0.6387678367,-0.2019686044,0.6286444838,0.5121001009,0.2822175092,0.3393519688,0.5223651208,0.8108997819,0.1353380239,0.4115720935,0.3824433598,0.1126682663,-1.3152806571,-0.1934015766,0.5182374117,0.2032755523,1.4789519928,-0.3054152909,0.0950096354,0.2751784377,0.227889899,0.5158262927,0.1805425805,0.0319136491,0.4395346203,0.6788720809,0.3926737803,0.6176514684,0.2414360343,0.3302051959,0.0413655336,-0.3435765728,0.1497652779,0.2070394969,-0.1047812369,0.3798308097,0.470202177,0.1295099351,-0.1051240238,-0.3637898228,0.3195224678,0.4761336846,0.1968974208,0.532171017,0.3431207394,0.3858849801,0.0400134913,0.7535838664,-0.7143621129,0.1429151321,0.3009027333
2/1/1986,0.1378985482,-0.7171183551,0.4213519185,0.173554547,0.1757805972,-0.1429036387,0.1145245161,-1.0240664983,0.1287315881,0.339840713,0.2775928179,0.0078267367,0.3012474053,0.0431681984,0.1221495058,-0.1089740772,-0.2723955589,0.5667102147,-0.7774538713,0.4917202967,0.2417510143,0.089299101,-0.1493922371,0.0826100852,-0.2385156064,-0.0293790341,-0.3697714812,0.1550437117,0.7837320048,0.5198533889,0.1577188318,-0.3042780248,0.1677427769,0.2575202141,-0.1280408157,-0.020422002,-0.8518585233,0.1829971487,-0.0657123314,0.661968961,0.3335699435,0.1680534748,-0.0418125762,-0.4665814442,0.1496328941,0.2490425376,0.2481435123,0.368782189,0.0296204603,0.1641892204,-0.9121504633
3/1/1986,-0.0322146177,-0.9060075898,0.3061638428,0.2271051144,0.1307837422,0.0148227418,0.2365811296,0.1573031685,-0.304448378,0.2616032749,0.2863370198,0.2636865977,-0.0472765634,0.1879182284,0.1157744159,0.0092823591,-0.016042797,0.0657633286,-0.4552792927,0.1543520523,0.2122109628,0.0753434972,0.072917561,0.0939595276,-0.1726371186,0.2733467805,-0.0315961486,0.1628688465,0.4164894515,0.200592158,0.1774029819,-0.228986882,0.2316211418,0.0856060522,-0.2652959382,0.0848558404,-0.3898346316,0.1871382687,0.1007181834,0.310316518,0.2332976848,0.1682842595,0.4149995719,-0.1035783919,0.1588229304,0.2565583653,0.1693051357,0.2896126621,-0.2315453789,0.1923392916,-0.2977859382
4/1/1986,0.0951270328,-1.1187324995,0.0774449303,-0.0321103406,0.3134185852,-0.0118959,0.8299571456,0.3795294175,0.2836623712,0.3782495942,0.5229974361,-0.1433232669,-0.2203408436,0.2747512524,0.1641602737,-0.0331786497,0.4312997297,0.2940255943,-1.4165997145,0.3890838681,0.562669464,0.3451228279,0.3490689362,0.1825237656,-0.5883292373,0.2733589017,-0.530458525,-0.080549688,0.4090358529,0.2302286838,0.2998875009,0.0707220792,0.1644062161,0.3169444951,-0.1433484252,0.4515906542,-0.4158990846,0.5619280743,0.1651360177,0.2078577052,0.3375020695,-0.1657884274,0.1003088533,-0.7957745633,-0.233755774,0.3245772882,0.4529679453,0.1738605442,0.1202514257,0.0798864232,-1.0517197699
5/1/1986,0.0108796534,-0.5464470679,0.5149492945,0.1440575109,0.2682615361,-0.2058651346,0.0341723045,0.8104923634,0.1678131228,0.4248544023,0.20780592,0.5095376959,-0.4971784523,-0.0151045558,0.0278977816,-0.0165107888,-0.2096868109,-0.0053215113,-0.6405643687,0.4729799722,0.4639231132,0.0129769329,-0.0299344698,0.3623727561,0.0329199358,0.2025302619,-0.3496838758,0.2324785118,0.4853468747,0.6257135701,0.1392661267,-0.1638349391,0.2035590867,0.2862208338,-0.0724975172,-0.0284555271,-0.7592411957,0.190291103,0.2737308848,0.3157182463,0.409625257,0.1656919423,0.3977504102,-0.5231255812,-0.0160075174,0.2779800869,0.3828188614,0.2929175575,1.8843853972,0.2824729576,-1.4122842122
6/1/1986,0.09944107,-1.2718343346,0.5419268852,0.0543099044,0.1820490868,-0.2541223629,-0.0069302694,0.6066942277,-0.2270222793,0.2049578125,0.1094603781,0.2779683349,-0.1894882283,-0.211731161,0.0619981217,-0.1360587404,0.0280262776,-0.0982954596,-0.9034774057,0.3579790494,0.1486404945,-0.1535869099,-0.0532015752,0.1608404203,0.0469388956,-0.0509871205,-0.0709135665,-0.2870363314,0.2335672646,0.3415439762,-0.0845952671,-0.1999329869,-0.1412384627,0.3540138165,-0.1883925706,0.1082358687,-0.4628188978,0.1368194926,0.021647901,-0.0873911658,-0.3525641176,0.4229466288,-0.293129251,-0.6710993604,0.1885780631,0.4845947525,0.1774931321,0.0775000012,-2.2565254132,-0.0241243849,-1.3175711716
7/1/1986,0.1741498869,0.1244000822,0.3790834968,0.3646075416,0.3424462873,-0.5708115389,0.6000920258,-0.130195941,0.2693835567,0.5217976035,0.2232414155,0.6689202686,0.138753901,0.6045123119,0.2829162307,0.0246732014,0.0112418893,0.1668164272,-0.8359699472,0.5151686715,0.1533880934,0.3178130004,0.0843863711,0.4163274866,-0.0618174516,0.5754380831,-0.1356175131,-0.0312808938,0.4708745611,0.4671675921,0.5822016129,0.16150856,0.5365869577,0.3286527384,-0.1493380619,0.2482912825,-1.4919651916,0.0259655256,-0.0950267344,0.4260709197,0.5563600761,-0.0517042346,0.7946786095,-0.056699611,0.0647855142,0.3768329434,0.3633104145,0.1939745417,0.4055067951,0.1745595006,-0.9961167663
8/1/1986,-0.0832772653,-0.7483045651,0.4110347291,0.1786751717,0.3282995677,0.0134208673,0.1734705942,0.8403003072,0.2483718523,0.5006715564,0.4434559502,0.3651820493,-0.6131521316,0.3776487934,0.3468433528,0.1490307008,0.6978066796,0.3355902663,-0.1544183129,0.3253046415,0.10715077,0.1628613079,0.3483094679,0.1712341953,-0.2921785436,0.2226017967,-0.1157871361,-0.093061493,0.5731485526,0.4978956563,0.1700777146,0.5173759618,0.0633963804,0.4370062158,0.3579421597,0.1743077175,-0.2955921537,0.173485891,0.5771134559,0.0352535495,0.3112271745,0.2305704189,0.4929873026,-0.2480316221,-0.0838768384,0.6595828403,0.3789564777,0.3313615876,-0.2958101842,0.2773065808,-1.6169591427
9/1/1986,0.0631395616,-0.5756185523,-0.5159917068,0.1791952488,0.2754810632,-0.0232161626,0.2441243202,-0.1846342766,-0.0268869003,0.2604443944,0.2294616089,0.4666603615,0.817497502,0.3639860984,0.2520760425,-0.001659183,0.0257636786,0.1503849971,-0.1070177732,0.2737670202,0.3080065806,0.1983695371,-0.1437361932,0.2694105614,0.6803430703,-0.1846984118,0.1408530703,0.5576905793,0.4943821028,0.0073817446,0.0951669838,-0.3724407342,0.2426214521,0.0574715894,-0.3211146038,0.1250060745,-0.0156716095,0.2659590707,0.1557891499,0.0805050888,0.2239545225,0.3548326998,0.0405060849,-0.2167664774,0.2856024259,-0.206627588,0.4427630022,0.2254195574,0.333987233,0.242854988,-1.6025800869
